,time,user,Upload,Download,mean_duration
0,1036800,0,216085.0,138552174.0,40.95085588072888
1,518400,0,228282.0,125382548.0,35.123585726718886
2,172800,0,237622.0,173174573.0,40.69576877234803
3,1641600,0,4232.0,358118.0,48.14285714285714
4,345600,0,158749.0,36160952.0,43.194926568758355
5,86400,0,200694.0,122103441.0,40.068149003753966
6,1123200,0,158232.0,71069644.0,32.01989562948467
7,0,0,164660.0,81556143.0,37.37869822485207
8,1728000,0,7.0,790.0,31.0
9,777600,0,195445.0,99956932.0,35.97677261613692
10,259200,0,136683.0,36969738.0,39.724459134615394
11,604800,0,225926.0,98979746.0,37.05017473789316
12,864000,0,137410.0,41184311.0,45.85172798216277
13,1555200,0,22540.0,1173447.0,55.66666666666666
14,950400,0,207582.0,40401264.0,48.10163776493257
15,691200,0,199795.0,123739463.0,36.45524735487561
16,1209600,0,204625.0,160164677.0,27.499654934437547
17,432000,0,225582.0,124774705.0,30.523809523809533
18,1900800,0,5.0,264.0,13.0
19,864000,C1484,134320.0,194665235.0,7.7594936708860756
20,691200,C2816,191.0,53884.0,3.8
21,86400,C1484,146182.0,202818422.0,12.825531914893615
22,1123200,C1484,150269.0,203099144.0,18.44609665427509
23,1036800,C15,2632.0,460045.0,0.6698762035763411
24,604800,C294,3.0,1446.0,4.0
25,432000,C2816,2342.0,1777149.0,25.5
26,86400,C2816,189.0,53466.0,6.5
27,691200,C1484,145095.0,202827233.0,12.948497854077251
28,172800,C1484,145709.0,202814060.0,13.623430962343097
29,950400,C1484,134266.0,194760344.0,8.169811320754716
30,1036800,C8751,66783.0,7662413.0,59.87278106508876
31,518400,C15,26469.0,9059630.0,6.46067415730337
32,1123200,C8751,42591.0,4916606.0,51.973921765295884
33,777600,C1125,1135.0,950086.0,6.769230769230768
34,604800,C1484,145760.0,202852468.0,13.435684647302905
35,691200,C8751,82370.0,9385457.0,59.41159207630228
36,259200,C4773,2014.0,655413.0,15.279569892473118
37,0,C2816,463.0,129562.0,5.416666666666668
38,345600,C4773,1311.0,566258.0,15.725274725274724
39,864000,C15,8017.0,1616998.0,3.3068640646029617
40,1900800,C1125,4.0,199.0,13.0
41,432000,C15,13224.0,3814585.0,3.685333333333333
42,1036800,C2816,280.0,84375.0,17.571428571428573
43,1209600,C15,2825.0,1480130.0,1.3727272727272728
44,950400,C8751,63980.0,7342063.0,60.408955223880604
45,777600,C2816,316.0,89204.0,9.166666666666666
46,1036800,C294,12.0,5112.0,7.5
47,172800,C4773,7374.0,5112600.0,11.82183908045977
48,777600,C15,22606.0,7316251.0,5.556282722513089
49,1209600,C2816,232.0,62850.0,1.6923076923076923
50,1209600,C1484,144547.0,202737985.0,14.170103092783506
51,1555200,C977,55629.0,30813006.0,58.387096774193544
52,864000,C8751,69582.0,8135057.0,60.39357729648992
53,950400,C15,55832.0,13843415.0,16.219307450157398
54,1209600,C4773,1332.0,650753.0,19.22641509433962
55,432000,C8751,39894.0,4971096.0,52.20364050056883
56,1123200,C15,4406.0,653707.0,0.7581395348837209
57,864000,C4773,2261.0,779181.0,15.708108108108108
58,86400,C15,3122.0,1170296.0,0.4747191011235955
